policy,network,seed,rmse_total,iae_total,violation_pct,violation_mag,transmissions,bytes_sent,energy_mj,channel_loss_pct,congestion_drops,avg_aoi,max_aoi,fairness,rmse_temperature,rmse_humidity,rmse_co2,rmse_soil_moisture
error_trigger,good,2045,0.09582955400553042,29.62410148032975,10.0,1.8133080296116852,720,12786,1642.32,0.0,720,3.929166666666667,33.0,0.7918257509428652,0.3076111891547063,0.022033581774081698,0.02272857432261663,0.03094487077071707
aoi,good,2045,0.0964491654423867,29.65551168770523,11.38888888888889,2.1292211590703687,720,12960,1663.2,0.0,718,1.4986111111111111,2.0,0.9999991410442162,0.30959272588746356,0.02168922232325975,0.023470564616820167,0.031044148942003323
risk,good,2045,0.14328823083608008,44.35115868000176,10.0,1.7920857830719172,217,3864,571.6800000000001,0.0,0,94.0597222222222,360.0,0.5447378325355827,0.2981287070495073,0.09303954583220186,0.028903669768518287,0.1530810006940929
cvoi,good,2045,0.09608352958767472,29.685311561229103,10.0,1.8128306898347768,720,12954,1662.48,0.0,718,1.640972222222222,4.0,0.9781526934074319,0.30741500331971033,0.021667812673575527,0.02390586872741632,0.03134543362999662
periodic_all,bernoulli,2026,0.15613747189334284,51.13097014966176,11.11111111111111,2.1680655800465356,720,12960,1663.2,15.694444444444445,720,90.84305555555557,360.0,0.5065709659505686,0.3102725316733836,0.022491190274974312,0.03165830600919326,0.2601278596158202
round_robin,bernoulli,2026,0.10165794719103989,30.750046429503737,13.055555555555555,3.789868645538064,720,12960,1663.2,15.694444444444445,720,2.05,8.0,0.99930003273591,0.3234058438936564,0.022419432305035594,0.030681657004219813,0.03012485556124777
error_trigger,bernoulli,2026,0.09841221919992693,30.41252438820882,11.11111111111111,2.168742592297347,720,12954,1662.48,15.694444444444445,720,4.061805555555555,30.0,0.8300906366874781,0.3105135431347354,0.022945496628990016,0.030488081772316187,0.029701755263666068
aoi,bernoulli,2026,0.09911443906097173,30.294071150588366,11.666666666666666,2.5602945719611196,720,12948,1661.76,15.694444444444445,718,1.7673611111111112,6.0,0.9991603506365955,0.31362956993723184,0.022460955917962894,0.030470447038876323,0.02989678334981588
risk,bernoulli,2026,0.12937015977033875,39.08551366488283,10.833333333333334,2.313096113312207,220,3918,578.16,17.727272727272727,0,94.42222222222222,360.0,0.5542969057235246,0.2983300096750991,0.037267800028180004,0.03165830600919326,0.15022452336888262
cvoi,bernoulli,2026,0.09835143257870242,30.161568976716666,11.666666666666666,2.1928332545801528,719,12932,1659.84,15.716272600834492,718,1.934722222222222,7.0,0.9762901909404973,0.3097293925947267,0.0226274535960009,0.030919959598068023,0.03012892452601408
periodic_all,bernoulli,2027,0.17980643345601904,59.66165732660937,11.11111111111111,2.3857066585561517,720,12960,1663.2,14.86111111111111,720,90.84027777777777,360.0,0.5065401937370356,0.31140799532185387,0.021334657322365887,0.026571950051974123,0.35991113112788237
round_robin,bernoulli,2027,0.09758496718413262,29.737841743354288,11.666666666666666,2.9988377992587703,720,12960,1663.2,14.86111111111111,720,2.0416666666666665,8.0,0.9992388601063857,0.31418906901273097,0.02199992122328036,0.02470460743108196,0.029446271069437202
error_trigger,bernoulli,2027,0.09659372193723352,29.881631562169567,11.11111111111111,2.3857066585561517,720,12852,1650.24,14.86111111111111,720,4.113194444444444,30.0,0.8227931616395087,0.31140799532185387,0.022315285958661096,0.022787351539121037,0.029864254929298076
aoi,bernoulli,2027,0.09710742153359835,29.806523008874898,12.222222222222221,2.833527852618897,720,12944,1661.28,14.86111111111111,718,1.75625,6.0,0.9993607744379915,0.31337072015864176,0.02148930644203004,0.023956767522246614,0.029612892011474923
risk,bernoulli,2027,0.13562593125567568,41.298717521890346,10.833333333333334,2.2222105906698313,234,4172,608.64,17.094017094017094,0,95.14444444444445,360.0,0.5533889550159284,0.30611662362408,0.049230420530204044,0.026571950051974123,0.16058473081644456
cvoi,bernoulli,2027,0.09644632711426615,29.75333973508169,10.833333333333334,2.320346406212722,719,12932,1659.84,14.881780250347704,718,1.9465277777777774,9.0,0.9784373662661653,0.3101445396408787,0.021519830716317818,0.024633761239111172,0.02948717686075695
periodic_all,bernoulli,2028,0.1624885161583319,53.36044679047639,10.277777777777779,1.8222437184405607,720,12960,1663.2,14.444444444444445,720,90.83333333333334,360.0,0.5064632561429844,0.30783238089023185,0.022417368271039816,0.031025730680974903,0.28867858479108105
round_robin,bernoulli,2028,0.10026924220204518,30.677634364563538,11.666666666666666,2.775727970444625,720,12960,1663.2,14.444444444444445,720,2.075,11.0,0.9990171119058505,0.3154761636607392,0.022431041266219028,0.027844617715096914,0.035325146166125525
error_trigger,bernoulli,2028,0.09939115574095855,30.94460670977181,10.277777777777779,1.8222437184405607,720,12846,1649.52,14.444444444444445,720,4.2625,32.0,0.7790985686006093,0.3077740078554886,0.023692146457514083,0.02895629858375939,0.03714217006707218
aoi,bernoulli,2028,0.0988184147107618,30.352189129041115,11.944444444444445,2.2876709207768653,720,12986,1666.32,14.444444444444445,718,1.7430555555555556,5.0,0.9989313189918468,0.3111068015714348,0.022209196043346792,0.027494192919033263,0.03446346830923234
risk,bernoulli,2028,0.1409267814213626,43.37453256162384,10.555555555555555,1.9946684240441135,216,3860,571.2,15.74074074074074,0,95.49791666666667,360.0,0.5682617759325908,0.29867385697427645,0.06998913312330006,0.031025730680974903,0.16401840490689898
cvoi,bernoulli,2028,0.09826314739173228,30.316929904059446,10.277777777777779,1.8221049545620422,720,12942,1661.04,14.444444444444445,718,1.9333333333333333,7.0,0.9732994444341854,0.30761293881153623,0.022436770560385164,0.027888078822145123,0.035114801372862575
periodic_all,bernoulli,2029,0.15728809852535885,51.612189953833536,10.833333333333334,1.85250089839767,720,12960,1663.2,15.13888888888889,720,90.83819444444444,360.0,0.5065170843237712,0.30763507260293127,0.02250375188222943,0.03305792364183716,0.2659556459744375
round_robin,bernoulli,2029,0.09850576522136487,29.94625022397925,11.944444444444445,2.6556080013600893,720,12960,1663.2,15.13888888888889,720,2.0409722222222224,9.0,0.9998811170172365,0.31375903253209186,0.022343620754467025,0.026606966558901338,0.03131344103999928
error_trigger,bernoulli,2029,0.09694312127715501,30.08296944841662,10.833333333333334,1.85250089839767,720,12848,1649.76,15.13888888888889,720,4.611805555555556,47.0,0.7328770881545523,0.3076722232903208,0.021775383753523312,0.026484882252354028,0.03183999581242194
aoi,bernoulli,2029,0.09772700181658042,29.976282976270877,11.38888888888889,2.2593861022972375,720,12964,1663.6799999999998,15.13888888888889,718,1.7479166666666666,5.0,0.9988252710769402,0.31063493463825126,0.02262182057691839,0.026662780479006325,0.030988471572145734
risk,bernoulli,2029,0.12944473024621622,38.94012035763583,10.833333333333334,2.081085036907411,213,3784,562.0799999999999,15.023474178403756,0,94.88680555555555,360.0,0.5508880373684513,0.2944526858967346,0.039445888754126676,0.03305792364183716,0.1508224226921664
cvoi,bernoulli,2029,0.09684990533106215,29.873136893358456,10.833333333333334,1.860304522140428,718,12924,1658.8799999999999,15.181058495821727,718,1.9416666666666664,7.0,0.9737393827392047,0.3073233878579545,0.022627001980489635,0.026883578472138774,0.030565653013665726
periodic_all,bernoulli,2030,0.21051498506174263,70.5437610760288,79.44444444444444,23.064481122537103,720,12960,1663.2,16.38888888888889,720,90.8451388888889,360.0,0.5065940173123836,0.30860545673421547,0.022538926345024978,0.030652753570443152,0.4802628035972869
round_robin,bernoulli,2030,0.09976669495052991,30.335877978026907,11.11111111111111,2.41121766283934,720,12960,1663.2,16.38888888888889,720,2.0840277777777776,8.0,0.9979510203865949,0.3107975675777291,0.023301321313227413,0.027546485132675432,0.03742140577848768
error_trigger,bernoulli,2030,0.09811498252991988,30.28943321133646,10.833333333333334,2.0482012550524704,720,12858,1650.96,16.38888888888889,720,4.957638888888889,61.0,0.7002173277329113,0.30860545673421547,0.022180868696868895,0.02700078504097366,0.034672819647621464
aoi,bernoulli,2030,0.09904858125249462,30.40119814039653,11.11111111111111,2.298874372479083,720,12974,1664.8799999999999,16.38888888888889,718,1.7819444444444446,6.0,0.9985071729505618,0.3102821639956749,0.022744009787217353,0.027061012815450522,0.03610713841163573
risk,bernoulli,2030,0.13301442180061795,40.57034981906218,9.444444444444445,1.7775183066766767,210,3746,557.52,16.666666666666668,0,96.18611111111112,360.0,0.5645480932189005,0.29171204166519227,0.039473665940699,0.030652753570443152,0.17021922602613743
cvoi,bernoulli,2030,0.09810900215929493,30.249312503496572,10.0,1.8205101241813568,719,12898,1655.76,16.411682892906814,718,1.9763888888888892,7.0,0.9726005223737126,0.30624490488319406,0.022475229393580386,0.027057223968053032,0.0366586503923522
periodic_all,bernoulli,2031,0.11321839660156957,35.468291272327235,11.11111111111111,1.9592476098505145,720,12960,1663.2,12.63888888888889,720,90.82152777777777,360.0,0.5063324613783254,0.30938407178091165,0.021080777663456868,0.05168300903250367,0.07072572792940615
round_robin,bernoulli,2031,0.09880198553460325,30.163126920720295,12.222222222222221,3.0319741077219295,720,12960,1663.2,12.63888888888889,720,1.9944444444444445,8.0,0.9996151030678383,0.31639654303038117,0.021507680294485604,0.029329386603103306,0.027974332210442886
error_trigger,bernoulli,2031,0.09783560042626836,30.392220348169435,11.11111111111111,1.9592476098505145,720,12936,1660.32,12.63888888888889,720,3.651388888888889,27.0,0.8335547578131117,0.30938407178091165,0.022461162633019623,0.029015766263605313,0.030481401027536888
aoi,bernoulli,2031,0.09719306578265555,29.951317398503264,11.38888888888889,2.329919334906623,720,12988,1666.56,12.63888888888889,718,1.7069444444444444,5.0,0.9990931411892678,0.310636755547632,0.021478159160097456,0.02888949116920456,0.027767857253688216
risk,bernoulli,2031,0.11133989630766622,33.091399285206464,10.0,1.8894575346290359,197,3538,532.56,11.16751269035533,0,117.57430555555555,360.0,0.7498084696020606,0.29511246962584614,0.031101923294447192,0.03689871189838451,0.08224648041198704
cvoi,bernoulli,2031,0.096879402088136,29.964237728298226,10.833333333333334,1.9551568120672487,718,12908,1656.96,12.674094707520892,718,1.8666666666666667,5.0,0.9777688282750627,0.3089019200360449,0.021381867067564155,0.028866631867608347,0.028367189381326575
periodic_all,bernoulli,2032,0.20047923085836966,66.89007525717386,56.111111111111114,7.827243760147714,720,12960,1663.2,12.916666666666666,720,90.82638888888889,360.0,0.5063863141222023,0.30904239439802145,0.02327249747831843,0.04897636996945926,0.42062566158767956
round_robin,bernoulli,2032,0.09997108732429809,30.327415189093717,11.944444444444445,3.1732068309472243,720,12960,1663.2,12.916666666666666,720,1.9791666666666665,7.0,0.9990430833711167,0.317563948886771,0.023693863275240937,0.02529271558331207,0.033333821551868384
error_trigger,bernoulli,2032,0.0982369723304069,30.438121120838986,10.277777777777779,1.9008622786222489,720,12836,1648.32,12.916666666666666,720,4.115972222222222,26.0,0.816027376485155,0.3092494356988855,0.02366767103599509,0.02656892279189334,0.03346185979485369
aoi,bernoulli,2032,0.09809188239628384,30.110479869163285,11.666666666666666,2.232936192530645,720,12970,1664.3999999999999,12.916666666666666,718,1.7118055555555554,5.0,0.9991773042994779,0.3106671013926087,0.023280824612202298,0.02518745516377263,0.033232148416551706
risk,bernoulli,2032,0.1556667809043586,47.85515901666276,10.277777777777779,1.9104141154724918,233,4152,606.24,13.304721030042918,1,46.512499999999996,330.0,0.3630296485658162,0.2933694667400692,0.13845673548258824,0.03177811101318515,0.15906281038159173
cvoi,bernoulli,2032,0.09761787284384732,30.09733459415304,10.277777777777779,1.882654529197041,718,12918,1658.1599999999999,12.952646239554317,718,1.9243055555555553,8.0,0.9685340380018009,0.3085849081068962,0.02358315949811123,0.02509330015241233,0.033210123617969496
periodic_all,bernoulli,2033,0.17641225264075533,58.51736169384386,15.277777777777779,2.156616684629682,720,12960,1663.2,18.055555555555557,720,90.85486111111112,360.0,0.5067017503158912,0.30830688292039965,0.02248660542618686,0.028376762792120973,0.3464787594243138
round_robin,bernoulli,2033,0.09786624206564427,29.894379380764963,10.277777777777779,2.374099168608172,720,12960,1663.2,18.055555555555557,720,2.0854166666666667,8.0,0.9989858387274819,0.31400886712450277,0.022645996978004696,0.024094510400886185,0.03071559375918346
error_trigger,bernoulli,2033,0.09663897207481842,29.9113125990314,10.277777777777779,1.8775279307175823,720,12866,1651.9199999999998,18.055555555555557,720,3.6395833333333334,20.0,0.8470820102950388,0.3083022698140798,0.02339104102796487,0.024836950261340834,0.030025627195888187
aoi,bernoulli,2033,0.09712830827866464,29.821998420662233,11.944444444444445,2.2775617111475213,720,12962,1663.44,18.055555555555557,718,1.8034722222222221,5.0,0.9976906872865314,0.3108325166846131,0.022756722966041976,0.02411221993129545,0.030811773532708024
risk,bernoulli,2033,0.1336310232109368,40.515325578654824,10.555555555555555,1.9817201997626102,210,3736,556.3199999999999,17.142857142857142,0,96.18680555555557,360.0,0.564521780980588,0.2963522501538934,0.050618533459299765,0.028376762792120973,0.15917654643843307
cvoi,bernoulli,2033,0.09651657506435855,29.726820026432822,11.38888888888889,1.951614234744747,718,12908,1656.96,18.105849582172702,718,1.9569444444444444,6.0,0.9777724914787345,0.30923540542905686,0.022597964870064022,0.02421521701048337,0.030017712947829938
periodic_all,bernoulli,2034,0.10097279985039215,31.506675512256464,10.833333333333334,1.800467190401863,720,12960,1663.2,13.472222222222221,720,90.82916666666667,360.0,0.5064170929965416,0.3081696413189175,0.020846080822970518,0.027876530248118907,0.04699894701156166
round_robin,bernoulli,2034,0.0976269793858325,30.22880614355875,11.11111111111111,2.3184714056449693,720,12960,1663.2,13.472222222222221,720,1.9819444444444445,8.0,0.9999739734330794,0.3139441828873317,0.021003324968227197,0.023876113613232993,0.03168429607453803
error_trigger,bernoulli,2034,0.09561461766011756,29.980037811845044,10.833333333333334,1.800467190401863,720,12804,1644.48,13.472222222222221,720,3.834722222222222,25.0,0.7642756770670446,0.3081696413189175,0.01982419725368485,0.024210381303418228,0.03025425076444965
aoi,bernoulli,2034,0.0967655237713238,30.117431264958416,10.833333333333334,2.219786247230661,720,12968,1664.1599999999999,13.472222222222221,718,1.7173611111111111,5.0,0.9993393544515197,0.3119843833681624,0.020993842753977247,0.023261319907673224,0.030822549055482318
risk,bernoulli,2034,0.10120297286178939,30.66924530097633,10.0,1.6330021562549843,208,3744,557.28,10.576923076923077,0,136.34166666666667,360.0,0.7606328780074201,0.29882266605187985,0.03111374813559712,0.027876530248118907,0.04699894701156166
cvoi,bernoulli,2034,0.0957256669913541,29.87299545256745,10.833333333333334,1.7389457659757563,718,12924,1658.8799999999999,13.50974930362117,718,1.896527777777778,7.0,0.9755566734465189,0.30733417592499596,0.021565705043895357,0.023554925151425495,0.03044786184509958
periodic_all,bernoulli,2035,0.12002389152578036,37.71544455679502,10.555555555555555,1.879319448339682,720,12960,1663.2,15.972222222222221,720,90.84444444444443,360.0,0.5065863519832419,0.30688187434110964,0.022847990107000504,0.044453036606854526,0.1059126650481568
round_robin,bernoulli,2035,0.09992321020477432,30.334363074110176,13.61111111111111,3.8121307063786207,720,12960,1663.2,15.972222222222221,720,2.072222222222222,8.0,0.9992234470366758,0.32178363739393845,0.023065890908438098,0.0232331122492837,0.03161020026743703
error_trigger,bernoulli,2035,0.09575705990472919,29.74205021234122,10.555555555555555,1.879319448339682,720,12860,1651.2,15.972222222222221,720,4.695833333333333,37.0,0.7664873594714848,0.30688187434110964,0.022738718152587555,0.023784660167503854,0.029622986957715716
aoi,bernoulli,2035,0.09643493336764737,29.708676760030606,11.666666666666666,2.299186632109865,720,12956,1662.72,15.972222222222221,718,1.7722222222222221,5.0,0.9986665439737744,0.30964932033315556,0.023168350772376785,0.023154227573652673,0.029767834791404515
risk,bernoulli,2035,0.13518304361508532,42.009246547438096,10.555555555555555,2.37734493682808,195,3512,529.44,15.897435897435898,0,129.14097222222222,360.0,0.7573450737242061,0.30007653380594057,0.10411542257674232,0.03062755302950154,0.1059126650481568
cvoi,bernoulli,2035,0.09617054762845405,29.833897239426097,10.555555555555555,1.8488936329608738,718,12910,1657.2,15.877437325905293,718,1.9798611111111113,7.0,0.9701177002327214,0.30676239043539894,0.0234059201695675,0.023526454552567078,0.03098742535628268
periodic_all,bernoulli,2036,0.11410922853911873,35.30250261113946,10.555555555555555,2.1000206825511625,720,12960,1663.2,18.055555555555557,720,90.86319444444445,360.0,0.5067940738035347,0.309574905304259,0.022924742914313085,0.044648613393720955,0.07928865254418188
round_robin,bernoulli,2036,0.0988609238549916,30.126840339456244,11.944444444444445,2.8933461368354196,720,12960,1663.2,18.055555555555557,720,2.125,12.0,0.9992981988673947,0.31547674229503053,0.02335883383466702,0.024395647412122228,0.03221247187814656
error_trigger,bernoulli,2036,0.09809807210366354,30.382723504870384,10.555555555555555,2.1000206825511625,720,12830,1647.6,18.055555555555557,720,4.3284722222222225,26.0,0.8267031383650487,0.30967981551783047,0.024421856616318162,0.025320067257267525,0.03297054902323797
aoi,bernoulli,2036,0.09791359931504336,30.046536173079375,11.944444444444445,2.49825400184117,720,12960,1663.2,18.055555555555557,718,1.8194444444444444,8.0,0.9990743381911928,0.3140183103543876,0.023469846831756822,0.02449223793397111,0.029674002140057908
risk,bernoulli,2036,0.12111445777245616,36.381584673623735,9.722222222222221,1.9123789588010873,194,3496,527.52,12.88659793814433,0,123.58888888888889,360.0,0.7472045302638913,0.2937853399726362,0.08114127559043086,0.030242562982575733,0.07928865254418188
cvoi,bernoulli,2036,0.09683942032541326,29.77994625975029,11.38888888888889,2.203240735283705,718,12884,1654.08,18.105849582172702,718,1.9756944444444444,7.0,0.9807320789605504,0.309507850649855,0.023231595238221388,0.024610332178412422,0.030007903235164255
periodic_all,bernoulli,2037,0.10188918398631555,31.803909950136735,10.833333333333334,1.998268727622916,720,12960,1663.2,14.583333333333334,720,90.83541666666667,360.0,0.5064863315979864,0.31065403985145573,0.021166895063872482,0.027952766446427586,0.04778303458350644
round_robin,bernoulli,2037,0.0971546811201954,29.8119007526706,11.944444444444445,2.6260204644136222,720,12960,1663.2,14.583333333333334,720,2.0368055555555555,8.0,0.9999568747916863,0.31567163428636275,0.021405706011982113,0.02315728808680535,0.028384096095631414
error_trigger,bernoulli,2037,0.09550471898617491,29.720872061907258,10.833333333333334,1.998268727622916,720,12798,1643.76,14.583333333333334,720,4.496527777777778,34.0,0.7989344992838462,0.31065403985145573,0.021371336088236697,0.02260856618918725,0.02738493381581992
aoi,bernoulli,2037,0.09616858042961501,29.720727023426353,11.38888888888889,2.4517954570984486,720,12990,1666.8,14.583333333333334,718,1.7423611111111112,5.0,0.9992744043433661,0.3127903692384876,0.021357282043385807,0.022602625403130745,0.027924045033455885
risk,bernoulli,2037,0.10372523566029979,31.31336792189066,10.833333333333334,1.9808804928562385,198,3564,535.6800000000001,14.141414141414142,0,136.41666666666666,360.0,0.7614511668824278,0.2998797344482732,0.03928540716299187,0.027952766446427586,0.04778303458350644
cvoi,bernoulli,2037,0.09583480576271913,29.78342081289178,10.555555555555555,2.0201371067277782,718,12926,1659.12,14.623955431754874,718,1.9534722222222223,7.0,0.9696377096651355,0.31064283683689053,0.02153933028374716,0.02322155819087546,0.027935497739363407
periodic_all,bernoulli,2038,0.10893363411491969,33.5697945157838,11.666666666666666,2.0267761075007398,720,12960,1663.2,15.972222222222221,720,90.8451388888889,360.0,0.5065940449060614,0.3117888147140345,0.022292489078199657,0.05117393358131412,0.05047929908613046
round_robin,bernoulli,2038,0.10064894791759178,30.38475243174579,12.222222222222221,4.228892457980443,720,12960,1663.2,15.972222222222221,720,2.040277777777778,8.0,0.9992975154030851,0.3235716004012282,0.022607132871093023,0.030327887708307015,0.026089170689738924
error_trigger,bernoulli,2038,0.09757261694809923,30.14035637533439,11.666666666666666,2.0242202109189384,720,12934,1660.08,15.972222222222221,720,5.259722222222222,52.0,0.5989119301799075,0.31162260930780267,0.020264034470869975,0.03042603107108791,0.027977792942636324
aoi,bernoulli,2038,0.09795488942627673,30.04960402951953,11.666666666666666,2.3952267248060166,720,12954,1662.48,15.972222222222221,718,1.7729166666666665,7.0,0.9983783152662016,0.3127280776129424,0.022381138885874684,0.029970650762066148,0.02673969044422366
risk,bernoulli,2038,0.13054989537796802,39.51452175776815,10.555555555555555,1.889448640491763,217,3910,577.2,14.746543778801843,0,71.43055555555556,360.0,0.49814256750666946,0.2956460525465055,0.13607208105529228,0.040002148823943866,0.05047929908613046
cvoi,bernoulli,2038,0.09778689249804537,30.09233431184958,12.5,2.0549544468367156,718,12916,1657.9199999999998,16.016713091922007,718,1.9187500000000002,6.0,0.9813641353507992,0.3118378300016058,0.022627347417472257,0.030037725631037866,0.026644666942065572
periodic_all,bernoulli,2039,0.10596953548792329,32.837814206621346,10.555555555555555,1.9365310792398733,720,12960,1663.2,14.583333333333334,720,90.83611111111111,360.0,0.5064940243711936,0.3100373356147932,0.021539366158120018,0.038896039643542615,0.05340540053523732
round_robin,bernoulli,2039,0.09777851267916289,30.042648766413457,12.222222222222221,2.621597734461103,720,12960,1663.2,14.583333333333334,720,2.0284722222222222,8.0,0.9997418695196115,0.3139138209768902,0.021755444406623997,0.021917782701974857,0.03352700263116256
error_trigger,bernoulli,2039,0.09723374908516513,30.301048017171084,10.555555555555555,1.9365310792398733,720,12732,1635.84,14.583333333333334,720,4.229861111111111,28.0,0.7635914963781554,0.3100373356147932,0.021185031521769898,0.02280487750020555,0.034907751703891925
aoi,bernoulli,2039,0.09721976531565035,30.074173489225732,11.944444444444445,2.4085855861426797,720,12932,1659.84,14.583333333333334,718,1.7402777777777776,6.0,0.9987804769229844,0.31234455918517967,0.02176283548005681,0.021831066452803798,0.03294060014456112
risk,bernoulli,2039,0.10773121670889235,32.006745837238526,11.11111111111111,1.9407076718176675,194,3494,527.28,14.948453608247423,0,129.82638888888889,360.0,0.7588360311674656,0.2976002675564578,0.043048656727480365,0.036870542016393906,0.05340540053523732
cvoi,bernoulli,2039,0.09685377673739944,30.076775714726406,11.38888888888889,2.1484941484332833,718,12914,1657.6799999999998,14.623955431754874,718,1.9125,7.0,0.9767667921721553,0.31068265842265286,0.02164477219573629,0.021870291349999516,0.033217384981209054
periodic_all,bernoulli,2040,0.17677609624698615,58.59862614753138,11.11111111111111,2.3408707808861977,720,12960,1663.2,14.583333333333334,720,90.83958333333334,360.0,0.5065324990583568,0.3130754485971374,0.02228169127732355,0.03292967012484316,0.33881757498864046
round_robin,bernoulli,2040,0.09857667487656445,30.20519646089894,11.666666666666666,2.569043585936595,720,12960,1663.2,14.583333333333334,720,2.0597222222222222,9.0,0.9967210870888812,0.3159231052597472,0.022392405659184652,0.02828339664162339,0.027707791945702567
error_trigger,bernoulli,2040,0.0987042569449503,30.496792524126903,11.11111111111111,2.3408707808861977,720,12930,1659.6,14.583333333333334,720,4.009027777777778,29.0,0.818408343204908,0.3130754485971374,0.02320465528511507,0.028568157651337515,0.029968766246211264
aoi,bernoulli,2040,0.09823287293609614,30.18195688928344,10.555555555555555,2.517386922535807,720,12970,1664.3999999999999,14.583333333333334,718,1.7576388888888888,7.0,0.9989179622121879,0.31370543580453547,0.022580034393792223,0.02852275417375785,0.028123267372299043
risk,bernoulli,2040,0.14812942659424772,45.82877817718718,10.0,1.9144232697279393,213,3790,562.8,18.779342723004696,0,95.21736111111112,360.0,0.5543909725992823,0.2980303572365532,0.09789978845563306,0.03292967012484316,0.16365789055996144
cvoi,bernoulli,2040,0.09705613467667125,29.984581726470473,10.277777777777779,2.011464325850309,719,12932,1659.84,14.46453407510431,718,1.901388888888889,7.0,0.9800364788903673,0.30974117624036174,0.0224123234972834,0.028349566968702777,0.027721472000337106
periodic_all,bernoulli,2041,0.1415609247016234,45.69648039645586,10.833333333333334,1.77128240464944,720,12960,1663.2,14.86111111111111,720,90.83541666666667,360.0,0.5064863275197823,0.30913342353303686,0.02362241173519417,0.03033392090515495,0.20315394263310765
round_robin,bernoulli,2041,0.10008924828687835,30.530940674092662,11.944444444444445,2.426732794762027,720,12960,1663.2,14.86111111111111,720,2.006944444444444,7.0,0.9995093463381035,0.313032333679797,0.02369327588520881,0.02908828943915333,0.034543094143354276
error_trigger,bernoulli,2041,0.09917286739687606,30.730089292332405,10.833333333333334,1.77128240464944,720,12880,1653.6,14.86111111111111,720,4.038194444444445,33.0,0.7755326378837468,0.3091022618199722,0.024624645870391707,0.029231342581023473,0.033733219316116815
aoi,bernoulli,2041,0.09917463464400664,30.335095227992838,11.666666666666666,2.163704557087806,720,12988,1666.56,14.86111111111111,718,1.747222222222222,6.0,0.9986584126659745,0.30995750496133967,0.023490422962676755,0.029101069110736035,0.034149541541274114
risk,bernoulli,2041,0.15886454239198805,49.69573308725202,9.722222222222221,1.7344647530867259,232,4152,606.24,13.362068965517242,0,57.71111111111111,358.0,0.4029384868216419,0.2975390484009174,0.14461332481416234,0.03033392090515495,0.16297187544771757
cvoi,bernoulli,2041,0.09900506208258361,30.45045014015108,10.555555555555555,1.8437627742235398,719,12944,1661.28,14.881780250347704,718,1.9145833333333333,6.0,0.9750239745668845,0.3080919296921074,0.023146965927961585,0.02894888366621458,0.0358324690440509
periodic_all,bernoulli,2042,0.1411578555968424,45.91973810517479,11.666666666666666,1.8817898116734302,720,12960,1663.2,15.416666666666666,720,90.83958333333334,360.0,0.5065324937802032,0.31017000790858507,0.02190137919625833,0.02858465151081562,0.20397538377171065
round_robin,bernoulli,2042,0.09857951787208205,30.057993870044893,11.38888888888889,2.7781357642309983,720,12960,1663.2,15.416666666666666,720,2.0430555555555556,8.0,0.999137926242886,0.3155156951383304,0.022874166086609648,0.025625325912921163,0.03030288435046701
error_trigger,bernoulli,2042,0.09707519975523608,30.098473294640012,11.666666666666666,1.8817898116734302,720,12894,1655.28,15.416666666666666,720,3.9715277777777778,42.0,0.8206929439918147,0.31017000790858507,0.02272003469398099,0.025878592794275696,0.029532163624102586
aoi,bernoulli,2042,0.09744855890159365,29.924020230256744,12.222222222222221,2.264017156970991,720,12970,1664.3999999999999,15.416666666666666,718,1.7576388888888888,5.0,0.9978151049302092,0.31186353803728695,0.02231849450958528,0.02612250504242642,0.029489698017075947
risk,bernoulli,2042,0.1391339250928445,42.49021446827088,10.555555555555555,1.8257524754128642,214,3800,564.0,14.018691588785046,0,94.61666666666666,360.0,0.5508287650422605,0.29393224234221116,0.08960115688418356,0.02858465151081562,0.14441764963416764
cvoi,bernoulli,2042,0.09679211129507519,29.78683626188153,11.11111111111111,1.9923666527953845,719,12902,1656.24,15.438108484005562,718,1.9034722222222222,6.0,0.9810438465426388,0.3095707470406343,0.022190302797814504,0.025779094934417945,0.02962830040743402
periodic_all,bernoulli,2043,0.14951860201323294,48.42875989662305,10.277777777777779,2.1027190798744875,720,12960,1663.2,15.277777777777779,720,90.83402777777778,360.0,0.5064709401073716,0.30944811626034796,0.022224350006873513,0.04589407524587358,0.22050786653983676
round_robin,bernoulli,2043,0.09804629839088606,29.98023289199325,11.944444444444445,2.6403240672148014,720,12960,1663.2,15.277777777777779,720,2.0076388888888888,8.0,0.9998072849247804,0.3147874905616299,0.02243265559996785,0.024587080078375845,0.030377967323570638
error_trigger,bernoulli,2043,0.09694817740396328,30.01824916867821,10.277777777777779,2.1027190798744875,720,12812,1645.44,15.277777777777779,720,4.343055555555556,38.0,0.7805679151364084,0.30944811626034796,0.023848901800997364,0.022931422033075844,0.03156426952143192
aoi,bernoulli,2043,0.09696925507658344,29.7496769242132,11.11111111111111,2.295616733349689,720,12964,1663.6799999999998,15.277777777777779,718,1.7597222222222222,6.0,0.9987252214329789,0.31059684092966894,0.022439357844118876,0.02448103909896507,0.030359782433580815
risk,bernoulli,2043,0.1379283650090093,41.92940476632678,10.555555555555555,1.8515126594535731,209,3736,556.3199999999999,12.91866028708134,0,84.56805555555556,360.0,0.559560204399258,0.29543357623157507,0.06918549635624782,0.0314984708061576,0.15559591664205663
