policy,network,seed,rmse_total,iae_total,violation_pct,violation_mag,transmissions,bytes_sent,energy_mj,channel_loss_pct,congestion_drops,avg_aoi,max_aoi,fairness,rmse_temperature,rmse_humidity,rmse_co2,rmse_soil_moisture,rmse_light,rmse_ventilation
round_robin,good,2038,0.1888733318644175,52.31299166754115,45.55555555555556,41.27719710394752,360,6480,885.6,0.0,1800,3.483796296296296,6.0,0.9999941899410716,0.48348428245014974,0.02454580122531209,0.039148664061603514,0.03625911744752206,0.3814984243676104,0.16830370163430716
error_trigger,good,2038,0.2153508601691064,61.24005473067692,30.555555555555557,17.78813449705617,360,6468,884.16,0.0,1800,59.7300925925926,360.0,0.5052580861568237,0.3087475340265301,0.17169302091930166,0.06206928929492174,0.10979916228410325,0.3821154828808776,0.2576806716089039
aoi,good,2038,0.19948093042305007,54.88499184687897,50.27777777777778,54.25456468000708,360,6480,885.6,0.0,1795,3.4837962962962963,6.0,0.9999941899410718,0.5494398668017639,0.024640003648661677,0.03880630685254519,0.034836062533546555,0.38215412872128285,0.16700921398050045
risk,good,2038,0.21659723418427634,61.879856702052564,30.833333333333332,18.448942545912658,292,5256,738.72,0.0,446,76.91990740740741,360.0,0.5207540781767649,0.3088377737421438,0.21994625678487223,0.06206928929492174,0.07076117280043376,0.38208684283836336,0.2558820696449232
cvoi,good,2038,0.17254839789898835,46.24777275012347,31.11111111111111,19.022121700064787,359,6458,882.9599999999999,0.0,1767,11.49722222222222,74.0,0.8847899346316578,0.3137278150377374,0.04844578115741982,0.042464449909089264,0.04827895107208901,0.3830080409097598,0.19936534930783467
periodic_all,good,2039,0.19810701404475328,56.00288133721123,35.55555555555556,20.900790930853557,360,6480,885.6,0.0,1800,150.58333333333334,360.0,0.8351759516315246,0.3453268682598608,0.055867341058373564,0.05940042642462076,0.0810405388349956,0.4029579443000252,0.24404896539064383
round_robin,good,2039,0.1882933387971666,52.6838576282643,45.0,42.242908683999055,360,6480,885.6,0.0,1800,3.483796296296296,6.0,0.9999941899410716,0.49218170937842864,0.02048144438496478,0.03548602666371505,0.04162902308001231,0.38211268202787013,0.15786914724800866
error_trigger,good,2039,0.20279048692397514,56.73539453699804,31.38888888888889,18.40129272589349,360,6446,881.52,0.0,1800,73.92268518518519,360.0,0.6047121347050421,0.32907486935589325,0.0718461917176579,0.05940042642462076,0.13472770476868284,0.38252343174652303,0.23917029753047286
aoi,good,2039,0.2020079952149559,56.08962064244448,50.833333333333336,58.38399355690557,360,6480,885.6,0.0,1795,3.4837962962962963,6.0,0.9999941899410718,0.5718301122338323,0.020599236167696742,0.03607183437402483,0.04259056639458986,0.382157913084016,0.15879830903557568
risk,good,2039,0.20222021028090129,55.27451656491832,31.11111111111111,23.4955179082029,285,5132,723.84,0.0,232,96.625,360.0,0.6520326710334391,0.3245050362539561,0.055867341058373564,0.05609763589520211,0.0810405388349956,0.38252343174652303,0.31328727789635724
cvoi,good,2039,0.19461368102741095,52.343364190024126,33.333333333333336,20.367396905033097,359,6458,882.9599999999999,0.0,1774,11.625,76.0,0.8751036072251055,0.33783790393963625,0.039529375379803396,0.04964990599346586,0.0825415570881402,0.3834209903415592,0.2747023534218608
periodic_all,good,2040,0.23754258316115395,70.76801501124929,35.55555555555556,23.183800736114,360,6480,885.6,0.0,1800,150.58333333333334,360.0,0.8351759516315246,0.3437431162530532,0.08712068076625304,0.038451802896366134,0.3066576337663314,0.40596734583501,0.24331491944991002
round_robin,good,2040,0.18752019925958582,51.60104047985436,44.72222222222222,42.58222435266358,360,6480,885.6,0.0,1800,3.483796296296296,6.0,0.9999941899410716,0.4847435990774653,0.02179985653673684,0.0386068427296344,0.03918829439238878,0.38536720162480903,0.15541540119648062
error_trigger,good,2040,0.20476846046084166,57.0316614514266,31.11111111111111,19.236441050086768,360,6432,879.8399999999999,0.0,1800,47.77453703703703,360.0,0.3907551255056315,0.3026572224722134,0.13052929132871968,0.038451802896366134,0.1766472163257198,0.3860788562740526,0.19424637346797854
aoi,good,2040,0.2005629700527304,55.04146030241491,50.27777777777778,58.340684860716216,360,6480,885.6,0.0,1795,3.4837962962962963,6.0,0.9999941899410718,0.5649722029204458,0.021810569212572812,0.03812367409482718,0.03717268823901659,0.38536609429422514,0.15593259155529487
risk,good,2040,0.2260375537233287,63.3106005354716,31.666666666666668,25.392543346374353,285,5090,718.8,0.0,292,83.02037037037036,360.0,0.5722314055384655,0.3128910169878281,0.08712068076625304,0.038451802896366134,0.20346492276256878,0.38579767979667,0.3284992191302863
cvoi,good,2040,0.19331031746315783,50.63054474705195,32.22222222222222,25.982879033056076,360,6470,884.4,0.0,1769,11.616203703703704,73.0,0.8837473075258221,0.3167730643312792,0.02372886894951552,0.041287832173509245,0.08280542569992595,0.38663397997858995,0.308632733646127
periodic_all,good,2041,0.256331030304681,76.54288231076906,29.166666666666668,21.891632933569696,360,6480,885.6,0.0,1800,150.58333333333334,360.0,0.8351759516315246,0.34381473415633435,0.20442894165949368,0.043225590980868506,0.2282705745059841,0.38699590217631447,0.331250438349091
round_robin,good,2041,0.19253611256635497,53.005930331649814,42.77777777777778,43.87899264819047,360,6480,885.6,0.0,1800,3.483796296296296,6.0,0.9999941899410716,0.4942717101602924,0.022733046684282276,0.043144664705697354,0.04907711132332102,0.3869729018708893,0.1590172406536476
error_trigger,good,2041,0.2130941400472904,58.478127684711275,28.055555555555557,24.474105167567526,360,6440,880.8,0.0,1800,52.537037037037045,360.0,0.44407471235676244,0.3039160677164912,0.08434802724872019,0.043225590980868506,0.2573997980154382,0.38728379216735814,0.2023915641548662
aoi,good,2041,0.2038408301384564,55.89313098570869,49.72222222222222,58.111697574945474,360,6480,885.6,0.0,1795,3.4837962962962963,6.0,0.9999941899410718,0.5663278996102745,0.02298713517034246,0.04259969351009715,0.047856580592422544,0.38694939376724835,0.1563242781803533
risk,good,2041,0.25027267373511514,70.73873821747587,27.5,25.280378493433894,290,5194,731.28,0.0,497,55.9324074074074,359.0,0.47758805832469015,0.29567606386740664,0.17768652730686654,0.043225590980868506,0.278068913488228,0.38699590217631447,0.31998304459100674
cvoi,good,2041,0.19399594847350402,50.961138766012574,28.61111111111111,19.42473471987226,360,6476,885.12,0.0,1774,11.579629629629629,74.0,0.8782445893770701,0.3145750693774749,0.03672664444262171,0.043391882040698465,0.12917395809071922,0.3878672506985688,0.252240886190941
