plant,network,contrast,metric,n_pairs,mean_difference,sd_difference,ci95_low,ci95_high,p_value,cohen_dz,probability_A_better,better_direction,crn_gate,holm_family,p_value_holm
irrigation,N3_burst_loss,ET-MPC_minus_TT-MPC,nrmse,50,7.227194958715821e-05,0.0003916283258022796,-3.902758912890685e-05,0.00018357148830322326,0.19801851772584086,0.1845421917301405,0.32,lower,True,network_metric:N3_burst_loss:nrmse,0.5940555531775226
irrigation,N3_burst_loss,ET-MPC_minus_TT-MPC,violation_pct,50,2.486899575160351e-16,0.1041449720571068,-0.029597673574320155,0.029597673574320655,0.9999999999999867,2.3879209202693776e-15,0.04,lower,True,network_metric:N3_burst_loss:violation_pct,1.0
irrigation,N3_burst_loss,ET-MPC_minus_TT-MPC,transmissions,50,-47.78,6.322263867331326,-49.576767510709836,-45.98323248929017,4.186868513391164e-45,-7.557419462811553,1.0,lower,True,network_metric:N3_burst_loss:transmissions,4.186868513391164e-45
irrigation,N3_burst_loss,ET-MPC_minus_TT-MPC,total_modeled_energy_mj,50,-164.1647199967414,23.2476966648838,-170.77164228641996,-157.55779770706286,1.0978588395732474e-43,-7.0615477465651955,1.0,lower,True,network_metric:N3_burst_loss:total_modeled_energy_mj,1.0978588395732474e-43
irrigation,N3_burst_loss,ET-MPC_minus_TT-MPC,command_applied_pct,50,-0.16653482355560756,0.9760341173332541,-0.44392065055826857,0.11085100344705345,0.23341999831344962,-0.1706239777873937,0.36,higher,True,network_metric:N3_burst_loss:command_applied_pct,0.46683999662689923
irrigation,N3_burst_loss,ET-MPC_minus_TT-MPC,deadline_miss_pct,50,0.0,0.0,0.0,0.0,,,0.0,lower,True,network_metric:N3_burst_loss:deadline_miss_pct,1.0
irrigation,N3_burst_loss,ET-PI_minus_TT-PI,nrmse,50,0.00013679977087066808,0.002532218775412732,-0.000582848842528878,0.0008564483842702143,0.7041093575721025,0.05402367765335394,0.52,lower,True,network_metric:N3_burst_loss:nrmse,0.956355494947386
irrigation,N3_burst_loss,ET-PI_minus_TT-PI,violation_pct,50,0.05654761904761941,0.5283839401895809,-0.0936174352487033,0.2067126733439421,0.4528258680202366,0.10701994278503331,0.24,lower,True,network_metric:N3_burst_loss:violation_pct,1.0
irrigation,N3_burst_loss,ET-PI_minus_TT-PI,transmissions,50,-48.02,6.025422332560123,-49.73240607994734,-46.30759392005267,3.233248193583013e-46,-7.9695658411378,1.0,lower,True,network_metric:N3_burst_loss:transmissions,6.466496387166026e-46
irrigation,N3_burst_loss,ET-PI_minus_TT-PI,total_modeled_energy_mj,50,-168.53940867067206,22.29685920605981,-174.87610594446528,-162.20271139687884,4.147911648891237e-45,-7.558885631069807,1.0,lower,True,network_metric:N3_burst_loss:total_modeled_energy_mj,8.295823297782474e-45
irrigation,N3_burst_loss,ET-PI_minus_TT-PI,command_applied_pct,50,-0.14091875291230424,0.9830646253282392,-0.4203026281796777,0.13846512235506916,0.3157470369383599,-0.14334637752350446,0.34,higher,True,network_metric:N3_burst_loss:command_applied_pct,0.46683999662689923
irrigation,N3_burst_loss,ET-PI_minus_TT-PI,deadline_miss_pct,50,0.0,0.0,0.0,0.0,,,0.0,lower,True,network_metric:N3_burst_loss:deadline_miss_pct,1.0
irrigation,N4_contention_duty,ET-MPC_minus_TT-MPC,nrmse,50,-2.7802071979994846e-05,0.0007376997083023824,-0.0002374540093796491,0.0001818498654196594,0.7909793520510942,-0.03768751928067566,0.4,lower,True,network_metric:N4_contention_duty:nrmse,1.0
irrigation,N4_contention_duty,ET-MPC_minus_TT-MPC,violation_pct,50,-0.0029761904761903325,0.12927547445162255,-0.03971587380806003,0.03376349285567936,0.8713527480921346,-0.023022081247932934,0.12,lower,True,network_metric:N4_contention_duty:violation_pct,1.0
irrigation,N4_contention_duty,ET-MPC_minus_TT-MPC,transmissions,50,-44.74,6.4295554802388475,-46.56725944971922,-42.91274055028079,2.2253948998982036e-43,-6.958490386700572,1.0,lower,True,network_metric:N4_contention_duty:transmissions,4.450789799796407e-43
irrigation,N4_contention_duty,ET-MPC_minus_TT-MPC,total_modeled_energy_mj,50,-206.45696000237658,31.11430620063502,-215.29954798552833,-197.61437201922482,2.179826576066755e-42,-6.635435116922611,1.0,lower,True,network_metric:N4_contention_duty:total_modeled_energy_mj,4.35965315213351e-42
irrigation,N4_contention_duty,ET-MPC_minus_TT-MPC,command_applied_pct,50,0.09381636852554749,0.8535335801957574,-0.14875519102609913,0.33638792807719414,0.4407662588232448,0.10991526367835552,0.48,higher,True,network_metric:N4_contention_duty:command_applied_pct,1.0
irrigation,N4_contention_duty,ET-MPC_minus_TT-MPC,deadline_miss_pct,50,0.0,0.0,0.0,0.0,,,0.0,lower,True,network_metric:N4_contention_duty:deadline_miss_pct,1.0
irrigation,N4_contention_duty,ET-PI_minus_TT-PI,nrmse,50,0.00028521746102937005,0.0027953443300761504,-0.0005092106076060895,0.0010796455296648295,0.4740414460154757,0.10203303326914298,0.54,lower,True,network_metric:N4_contention_duty:nrmse,1.0
irrigation,N4_contention_duty,ET-PI_minus_TT-PI,violation_pct,50,3.730349362740526e-16,0.5837385296660702,-0.1658966545627976,0.1658966545627983,0.9999999999999964,6.390445675865333e-16,0.32,lower,True,network_metric:N4_contention_duty:violation_pct,1.0
irrigation,N4_contention_duty,ET-PI_minus_TT-PI,transmissions,50,-45.18,6.766333224584971,-47.10297062566333,-43.25702937433667,1.6136330743814948e-42,-6.677176322892555,1.0,lower,True,network_metric:N4_contention_duty:transmissions,1.6136330743814948e-42
irrigation,N4_contention_duty,ET-PI_minus_TT-PI,total_modeled_energy_mj,50,-211.95422982317828,34.21990684561499,-221.67941974405886,-202.2290399022977,5.893027615847567e-41,-6.19388681504662,1.0,lower,True,network_metric:N4_contention_duty:total_modeled_energy_mj,5.893027615847567e-41
irrigation,N4_contention_duty,ET-PI_minus_TT-PI,command_applied_pct,50,0.01881627052702086,0.8479996522966763,-0.2221825641171668,0.25981510517120854,0.8759683925369308,0.022189007361099612,0.48,higher,True,network_metric:N4_contention_duty:command_applied_pct,1.0
irrigation,N4_contention_duty,ET-PI_minus_TT-PI,deadline_miss_pct,50,0.0,0.0,0.0,0.0,,,0.0,lower,True,network_metric:N4_contention_duty:deadline_miss_pct,1.0
irrigation,N5_full_stress,ET-MPC_minus_TT-MPC,nrmse,50,3.4915303318056036e-05,0.00019406157196596695,-2.0236385207230053e-05,9.006699184334213e-05,0.20930039803304093,0.17991868747811246,0.06,lower,True,network_metric:N5_full_stress:nrmse,0.6279011940991228
irrigation,N5_full_stress,ET-MPC_minus_TT-MPC,violation_pct,50,0.01785714285714283,0.07139819567919478,-0.0024339998429531336,0.03814828555723879,0.08319896692938383,0.2501063603536741,0.02,lower,True,network_metric:N5_full_stress:violation_pct,0.33279586771753533
irrigation,N5_full_stress,ET-MPC_minus_TT-MPC,transmissions,50,-22.74,5.539505614130163,-24.31431007653673,-21.165689923463265,1.57519771147127e-32,-4.105059473537645,1.0,lower,True,network_metric:N5_full_stress:transmissions,1.57519771147127e-32
irrigation,N5_full_stress,ET-MPC_minus_TT-MPC,total_modeled_energy_mj,50,-172.1023600024053,40.524460494994784,-183.61928424574376,-160.58543575906685,3.253105709649817e-33,-4.246876032406695,1.0,lower,True,network_metric:N5_full_stress:total_modeled_energy_mj,3.253105709649817e-33
irrigation,N5_full_stress,ET-MPC_minus_TT-MPC,command_applied_pct,50,0.04125817665012455,0.609294992200292,-0.1319015442024937,0.2144178975027428,0.6342003123198785,0.06771461636527262,0.54,higher,True,network_metric:N5_full_stress:command_applied_pct,1.0
irrigation,N5_full_stress,ET-MPC_minus_TT-MPC,deadline_miss_pct,50,0.0,0.0,0.0,0.0,,,0.0,lower,True,network_metric:N5_full_stress:deadline_miss_pct,1.0
irrigation,N5_full_stress,ET-PI_minus_TT-PI,nrmse,50,0.00033809378523393216,0.0014898287568863224,-8.531086270027288e-05,0.0007614984331681372,0.11499311554831028,0.22693466190069625,0.34,lower,True,network_metric:N5_full_stress:nrmse,0.4599724621932411
irrigation,N5_full_stress,ET-PI_minus_TT-PI,violation_pct,50,0.044642857142857935,0.2918692648330351,-0.03830547013854104,0.1275911844242569,0.28474453497575414,0.15295497855314108,0.18,lower,True,network_metric:N5_full_stress:violation_pct,0.8542336049272624
irrigation,N5_full_stress,ET-PI_minus_TT-PI,transmissions,50,-22.4,5.3375833406484015,-23.916924401358667,-20.88307559864133,5.655976540678091e-33,-4.196655784165963,1.0,lower,True,network_metric:N5_full_stress:transmissions,1.1311953081356182e-32
irrigation,N5_full_stress,ET-PI_minus_TT-PI,total_modeled_energy_mj,50,-169.42817596037418,38.76302162512895,-180.4445048157488,-158.41184710499957,8.511163320208749e-34,-4.370871228741848,1.0,lower,True,network_metric:N5_full_stress:total_modeled_energy_mj,1.7022326640417497e-33
irrigation,N5_full_stress,ET-PI_minus_TT-PI,command_applied_pct,50,0.06320965800236696,0.6057656305536149,-0.10894702936835841,0.2353663453730923,0.464129057556668,0.10434672225395003,0.58,higher,True,network_metric:N5_full_stress:command_applied_pct,1.0
irrigation,N5_full_stress,ET-PI_minus_TT-PI,deadline_miss_pct,50,0.0,0.0,0.0,0.0,,,0.0,lower,True,network_metric:N5_full_stress:deadline_miss_pct,1.0
