plant,policy,network,seed,forecast,trigger_delta,model_scale,fallback,random_tape_sha256,config_sha256,preregistration_sha256,nrmse,violation_pct,transmissions,command_applied_pct,deadline_miss_pct,tx_energy_mj,rx_energy_mj,listen_energy_mj,retry_energy_mj,compute_energy_mj,baseline_energy_mj,actuation_energy_mj,total_modeled_energy_mj,status,setting_id
greenhouse,ET-MPC,N1_nominal,2028,persistence,0.035,0.98,hold,49991fa7323248fd03e193a9f248d614cf57dfd146a375dcaf46f4b0b3f5553e,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.3692548965954167,38.19444444444444,77,96.1038961038961,0.0,106.9343999991508,61.59999999999991,46.90000000000006,4.8,0.3080000000000002,86.39999999999954,566.3999999999996,873.34239999915,completed,model_0.98
greenhouse,ET-MPC,N1_nominal,2029,persistence,0.035,0.98,hold,8708aeb7de5734eedf22c4c9672f669d93add4afec722af26639b7a19392d1a3,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.3693345640465586,38.02083333333333,76,98.6842105263158,0.0,104.22719999903511,60.79999999999991,45.95000000000006,2.4,0.3040000000000002,86.39999999999954,551.9999999999995,852.0811999990342,completed,model_0.98
greenhouse,ET-MPC,N1_nominal,2030,persistence,0.035,0.98,hold,d4305838ef48102972e82e277d8b79ee0cf44bdcbd1e189711cce29fbf36ad64,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.36930280219531514,38.02083333333333,78,98.71794871794872,0.0,110.99519999890599,62.399999999999906,48.20000000000007,6.0,0.3120000000000002,86.39999999999954,556.7999999999996,871.1071999989051,completed,model_0.98
greenhouse,ET-MPC,N1_nominal,2031,persistence,0.035,0.98,hold,90123bb60c0dc82ac08ae019c530eb3c56fbf061ad308750dfec669616719eee,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.3713468121300599,38.02083333333333,78,98.71794871794872,0.0,109.64159999951208,62.399999999999906,47.850000000000065,4.8,0.3120000000000002,86.39999999999954,551.9999999999995,863.4035999995111,completed,model_0.98
greenhouse,ET-MPC,N1_nominal,2032,persistence,0.035,0.98,hold,192e0dd3ad732c5d823fc1ac58e07f2a85163c8956eb0a17d0f555bf8c5fe181,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.3695959814180921,38.02083333333333,78,100.0,0.0,113.70239999882389,62.399999999999906,48.90000000000007,7.2,0.3120000000000002,86.39999999999954,559.1999999999996,878.114399998823,completed,model_0.98
greenhouse,ET-MPC,N1_nominal,2033,persistence,0.035,0.98,hold,12626a03707fd0fbf55c7d75d999fdae49917919039e81b0d5b8932a393c3f18,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.37116179316888603,38.02083333333333,79,96.20253164556962,0.0,113.70239999905809,62.399999999999906,48.90000000000006,6.0,0.3160000000000002,86.39999999999954,554.3999999999996,872.1183999990571,completed,model_0.98
greenhouse,ET-MPC,N1_nominal,2034,persistence,0.035,0.98,hold,af25b5d0259141067a17b562068d94dcf7eef08f16fcb2d4349d945011ff574a,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.3676556981232498,37.84722222222222,76,97.36842105263158,0.0,109.64159999937225,60.79999999999991,47.35000000000006,7.2,0.3040000000000002,86.39999999999954,561.5999999999997,873.2955999993715,completed,model_0.98
greenhouse,ET-MPC,N1_nominal,2035,persistence,0.035,0.98,hold,97e9357e7014883f6d065d196de852d36b4c10ad37d25fdb0367a2d5b22080af,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.3680613074411538,37.67361111111111,76,98.6842105263158,0.0,109.64159999884815,60.79999999999991,47.350000000000065,9.6,0.3040000000000002,86.39999999999954,559.1999999999996,873.2955999988473,completed,model_0.98
greenhouse,ET-MPC,N1_nominal,2036,persistence,0.035,0.98,hold,1a8c47eebfbf855429746335e64080156dcf970f3e75f166fd7b608f31cbdd54,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.37080738613469444,38.02083333333333,80,95.0,0.0,112.34879999917304,63.1999999999999,48.80000000000007,6.0,0.32000000000000023,86.39999999999954,551.9999999999995,869.0687999991721,completed,model_0.98
greenhouse,ET-MPC,N1_nominal,2037,persistence,0.035,0.98,hold,cd2e187ef74ecaf2958f3e94ca0f1e2bb8a55ad4adffd71b53a2cb963674f2c9,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.3699029805643902,38.02083333333333,77,98.7012987012987,0.0,108.2879999993178,61.59999999999991,47.250000000000064,4.8,0.3080000000000002,86.39999999999954,556.7999999999996,865.4459999993169,completed,model_0.98
greenhouse,ET-MPC,N1_nominal,2038,persistence,0.035,0.98,hold,8c4d3cbb8fb05e4325ff3a69fb8531b45ddfcd10e251fa961da1932ba0044087,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.36975560806522845,37.67361111111111,74,98.64864864864865,0.0,102.87359999916825,59.19999999999992,45.10000000000006,2.4,0.2960000000000002,86.39999999999954,551.9999999999995,848.2695999991672,completed,model_0.98
greenhouse,ET-MPC,N1_nominal,2039,persistence,0.035,0.98,hold,a630a7892e09c5551fdf8f22d69668e7b8b9dcc7a1e485189915dc4fb0f09a5d,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.37068038861841973,38.19444444444444,76,94.73684210526316,0.0,108.28799999939511,60.79999999999991,47.000000000000064,4.8,0.3040000000000002,86.39999999999954,549.5999999999996,857.1919999993943,completed,model_0.98
greenhouse,ET-MPC,N1_nominal,2040,persistence,0.035,0.98,hold,17d6033930d0208b8c316642f2110ee0a9f6d0249b206990d5b0a8f1a6c8849c,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.3706992311722815,38.19444444444444,77,98.7012987012987,0.0,109.64159999907778,61.59999999999991,47.600000000000065,6.0,0.3080000000000002,86.39999999999954,554.3999999999996,865.9495999990769,completed,model_0.98
greenhouse,ET-MPC,N1_nominal,2026,persistence,0.035,1.0,hold,7dc81ab8de327eb9e6b05c1745d57aba75650804f61f24d3197d2a2c498387e1,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.3970248993849643,43.40277777777778,79,96.20253164556962,0.0,112.34879999945498,63.1999999999999,48.80000000000007,6.0,0.3160000000000002,86.39999999999954,650.3999999999997,967.4647999994543,completed,model_1.0
greenhouse,ET-MPC,N1_nominal,2027,persistence,0.035,1.0,hold,6a5d6bd438e04ba0ae53626d3612109556e5567ded93d0e630275219d0e5e3e7,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.3973066584864876,43.40277777777778,76,97.36842105263158,0.0,108.28799999924503,60.79999999999991,47.00000000000006,6.0,0.3040000000000002,86.39999999999954,650.3999999999997,959.1919999992442,completed,model_1.0
greenhouse,ET-MPC,N1_nominal,2028,persistence,0.035,1.0,hold,49991fa7323248fd03e193a9f248d614cf57dfd146a375dcaf46f4b0b3f5553e,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.39982311015552097,43.40277777777778,77,97.40259740259741,0.0,106.93439999936908,61.59999999999991,46.90000000000006,7.2,0.3080000000000002,86.39999999999954,647.9999999999998,957.3423999993684,completed,model_1.0
greenhouse,ET-MPC,N1_nominal,2029,persistence,0.035,1.0,hold,8708aeb7de5734eedf22c4c9672f669d93add4afec722af26639b7a19392d1a3,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.39545885445499124,43.22916666666667,76,97.36842105263158,0.0,102.87359999928648,60.79999999999991,45.600000000000065,1.2,0.3040000000000002,86.39999999999954,647.9999999999998,945.1775999992858,completed,model_1.0
greenhouse,ET-MPC,N1_nominal,2030,persistence,0.035,1.0,hold,d4305838ef48102972e82e277d8b79ee0cf44bdcbd1e189711cce29fbf36ad64,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.3990628189564073,43.22916666666667,77,97.40259740259741,0.0,108.2879999995088,61.59999999999991,47.250000000000064,3.5999999999999996,0.3080000000000002,86.39999999999954,647.9999999999998,955.4459999995081,completed,model_1.0
greenhouse,ET-MPC,N1_nominal,2031,persistence,0.035,1.0,hold,90123bb60c0dc82ac08ae019c530eb3c56fbf061ad308750dfec669616719eee,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.3990154730846338,43.22916666666667,74,100.0,0.0,101.51999999958333,59.19999999999992,44.75000000000006,1.2,0.2960000000000002,86.39999999999954,640.7999999999998,934.1659999995827,completed,model_1.0
greenhouse,ET-MPC,N1_nominal,2032,persistence,0.035,1.0,hold,192e0dd3ad732c5d823fc1ac58e07f2a85163c8956eb0a17d0f555bf8c5fe181,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.3977084505899635,43.05555555555556,76,100.0,0.0,109.64159999955073,60.79999999999991,47.350000000000065,6.0,0.3040000000000002,86.39999999999954,647.9999999999998,958.49559999955,completed,model_1.0
greenhouse,ET-MPC,N1_nominal,2033,persistence,0.035,1.0,hold,12626a03707fd0fbf55c7d75d999fdae49917919039e81b0d5b8932a393c3f18,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.3973936181206043,43.22916666666667,76,97.36842105263158,0.0,105.58079999924757,60.79999999999991,46.30000000000006,2.4,0.3040000000000002,86.39999999999954,650.3999999999997,952.1847999992468,completed,model_1.0
greenhouse,ET-MPC,N1_nominal,2034,persistence,0.035,1.0,hold,af25b5d0259141067a17b562068d94dcf7eef08f16fcb2d4349d945011ff574a,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.39739122700142915,43.05555555555556,75,96.0,0.0,108.28799999958042,59.999999999999915,46.75000000000006,6.0,0.3000000000000002,86.39999999999954,647.9999999999998,955.7379999995796,completed,model_1.0
greenhouse,ET-MPC,N1_nominal,2035,persistence,0.035,1.0,hold,97e9357e7014883f6d065d196de852d36b4c10ad37d25fdb0367a2d5b22080af,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.3973058958319026,43.05555555555556,74,100.0,0.0,108.2879999989631,59.19999999999992,46.500000000000064,9.6,0.2960000000000002,86.39999999999954,643.1999999999998,953.4839999989624,completed,model_1.0
greenhouse,ET-MPC,N1_nominal,2036,persistence,0.035,1.0,hold,1a8c47eebfbf855429746335e64080156dcf970f3e75f166fd7b608f31cbdd54,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.39701046975551235,43.05555555555556,79,94.9367088607595,0.0,110.99519999941076,63.1999999999999,48.45000000000007,3.5999999999999996,0.3160000000000002,86.39999999999954,652.7999999999997,965.76119999941,completed,model_1.0
greenhouse,ET-MPC,N1_nominal,2037,persistence,0.035,1.0,hold,cd2e187ef74ecaf2958f3e94ca0f1e2bb8a55ad4adffd71b53a2cb963674f2c9,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.3978510236190994,43.22916666666667,76,100.0,0.0,110.99519999938802,60.79999999999991,47.70000000000006,7.2,0.3040000000000002,86.39999999999954,647.9999999999998,961.3991999993873,completed,model_1.0
greenhouse,ET-MPC,N1_nominal,2038,persistence,0.035,1.0,hold,8c4d3cbb8fb05e4325ff3a69fb8531b45ddfcd10e251fa961da1932ba0044087,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.3976279128239067,43.22916666666667,74,100.0,0.0,101.51999999914678,59.19999999999992,44.750000000000064,1.2,0.2960000000000002,86.39999999999954,643.1999999999998,936.565999999146,completed,model_1.0
greenhouse,ET-MPC,N1_nominal,2039,persistence,0.035,1.0,hold,a630a7892e09c5551fdf8f22d69668e7b8b9dcc7a1e485189915dc4fb0f09a5d,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.3994413893451706,43.22916666666667,76,96.05263157894737,0.0,110.99519999926069,59.19999999999992,47.20000000000006,7.2,0.3040000000000002,86.39999999999954,643.1999999999998,954.4991999992601,completed,model_1.0
greenhouse,ET-MPC,N1_nominal,2040,persistence,0.035,1.0,hold,17d6033930d0208b8c316642f2110ee0a9f6d0249b206990d5b0a8f1a6c8849c,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.39788765697951944,43.22916666666667,76,98.6842105263158,0.0,110.99519999953581,60.79999999999991,47.70000000000006,8.4,0.3040000000000002,86.39999999999954,645.5999999999998,960.199199999535,completed,model_1.0
greenhouse,ET-MPC,N1_nominal,2026,persistence,0.035,1.02,hold,7dc81ab8de327eb9e6b05c1745d57aba75650804f61f24d3197d2a2c498387e1,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.4554784170746504,45.3125,83,98.79518072289157,0.0,112.34879999913666,66.39999999999989,49.800000000000075,0.0,0.33200000000000024,86.39999999999954,727.199999999999,1042.4807999991351,completed,model_1.02
greenhouse,ET-MPC,N1_nominal,2027,persistence,0.035,1.02,hold,6a5d6bd438e04ba0ae53626d3612109556e5567ded93d0e630275219d0e5e3e7,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.45860707746074675,48.4375,81,96.29629629629629,0.0,110.99519999917203,64.7999999999999,48.95000000000007,2.4,0.32400000000000023,86.39999999999954,722.3999999999991,1036.2691999991707,completed,model_1.02
greenhouse,ET-MPC,N1_nominal,2028,persistence,0.035,1.02,hold,49991fa7323248fd03e193a9f248d614cf57dfd146a375dcaf46f4b0b3f5553e,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.4579519889857144,46.00694444444444,84,96.42857142857143,0.0,121.82399999955071,67.19999999999989,52.50000000000008,8.4,0.33600000000000024,86.39999999999954,724.799999999999,1061.4599999995494,completed,model_1.02
greenhouse,ET-MPC,N1_nominal,2029,persistence,0.035,1.02,hold,8708aeb7de5734eedf22c4c9672f669d93add4afec722af26639b7a19392d1a3,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.4572354024974158,46.70138888888889,80,97.5,0.0,115.05599999959797,63.1999999999999,49.500000000000064,6.0,0.32000000000000023,86.39999999999954,722.3999999999991,1042.8759999995964,completed,model_1.02
greenhouse,ET-MPC,N1_nominal,2030,persistence,0.035,1.02,hold,d4305838ef48102972e82e277d8b79ee0cf44bdcbd1e189711cce29fbf36ad64,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.4582696814803623,46.00694444444444,79,100.0,0.0,119.1167999994623,63.1999999999999,50.55000000000007,10.799999999999999,0.3160000000000002,86.39999999999954,724.799999999999,1055.182799999461,completed,model_1.02
greenhouse,ET-MPC,N1_nominal,2031,persistence,0.035,1.02,hold,90123bb60c0dc82ac08ae019c530eb3c56fbf061ad308750dfec669616719eee,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.45746163609793045,46.35416666666667,80,98.75,0.0,116.40959999950803,63.1999999999999,49.85000000000007,8.4,0.32000000000000023,86.39999999999954,719.9999999999991,1044.5795999995066,completed,model_1.02
greenhouse,ET-MPC,N1_nominal,2032,persistence,0.035,1.02,hold,192e0dd3ad732c5d823fc1ac58e07f2a85163c8956eb0a17d0f555bf8c5fe181,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.4587267944001228,46.18055555555556,83,98.79518072289157,0.0,117.76319999931577,66.39999999999989,51.200000000000074,6.0,0.33200000000000024,86.39999999999954,719.9999999999991,1048.0951999993144,completed,model_1.02
greenhouse,ET-MPC,N1_nominal,2033,persistence,0.035,1.02,hold,12626a03707fd0fbf55c7d75d999fdae49917919039e81b0d5b8932a393c3f18,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.45886034417486,48.26388888888889,81,97.53086419753086,0.0,112.34879999951865,64.7999999999999,49.30000000000007,2.4,0.32400000000000023,86.39999999999954,724.799999999999,1040.3727999995172,completed,model_1.02
greenhouse,ET-MPC,N1_nominal,2034,persistence,0.035,1.02,hold,af25b5d0259141067a17b562068d94dcf7eef08f16fcb2d4349d945011ff574a,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.4590765335548944,48.26388888888889,83,96.3855421686747,0.0,120.47039999935986,66.39999999999989,51.90000000000008,7.2,0.33200000000000024,86.39999999999954,719.9999999999991,1052.7023999993585,completed,model_1.02
greenhouse,ET-MPC,N1_nominal,2035,persistence,0.035,1.02,hold,97e9357e7014883f6d065d196de852d36b4c10ad37d25fdb0367a2d5b22080af,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.45555582200621925,46.00694444444444,78,98.71794871794872,0.0,115.05599999938879,62.399999999999906,49.25000000000007,8.4,0.3120000000000002,86.39999999999954,722.3999999999991,1044.2179999993873,completed,model_1.02
greenhouse,ET-MPC,N1_nominal,2036,persistence,0.035,1.02,hold,1a8c47eebfbf855429746335e64080156dcf970f3e75f166fd7b608f31cbdd54,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.46029472107069924,46.875,81,98.76543209876543,0.0,112.34879999911847,63.9999999999999,49.05000000000007,4.8,0.32400000000000023,86.39999999999954,719.9999999999991,1036.9227999991172,completed,model_1.02
greenhouse,ET-MPC,N1_nominal,2037,persistence,0.035,1.02,hold,cd2e187ef74ecaf2958f3e94ca0f1e2bb8a55ad4adffd71b53a2cb963674f2c9,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.4590401600601228,47.22222222222222,80,98.75,0.0,112.34879999955501,63.9999999999999,49.05000000000006,3.5999999999999996,0.32000000000000023,86.39999999999954,719.9999999999991,1035.7187999995535,completed,model_1.02
greenhouse,ET-MPC,N1_nominal,2038,persistence,0.035,1.02,hold,8c4d3cbb8fb05e4325ff3a69fb8531b45ddfcd10e251fa961da1932ba0044087,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.4570903612740685,45.83333333333333,77,100.0,0.0,110.99519999965177,61.59999999999991,47.95000000000007,7.2,0.3080000000000002,86.39999999999954,719.9999999999991,1034.4531999996505,completed,model_1.02
greenhouse,ET-MPC,N1_nominal,2039,persistence,0.035,1.02,hold,a630a7892e09c5551fdf8f22d69668e7b8b9dcc7a1e485189915dc4fb0f09a5d,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.4586863135771359,46.18055555555556,79,97.46835443037975,0.0,109.64159999940294,62.399999999999906,47.850000000000065,2.4,0.3160000000000002,86.39999999999954,722.3999999999991,1031.4075999994016,completed,model_1.02
greenhouse,ET-MPC,N1_nominal,2040,persistence,0.035,1.02,hold,17d6033930d0208b8c316642f2110ee0a9f6d0249b206990d5b0a8f1a6c8849c,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.4581668815591479,45.48611111111111,82,97.5609756097561,0.0,124.53119999928668,64.7999999999999,52.45000000000006,13.199999999999998,0.32800000000000024,86.39999999999954,719.9999999999991,1061.7091999992854,completed,model_1.02
greenhouse,ET-MPC,N1_nominal,2026,persistence,0.035,1.0,zero,7dc81ab8de327eb9e6b05c1745d57aba75650804f61f24d3197d2a2c498387e1,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.400360661798163,43.75,81,95.06172839506173,0.0,115.05599999911594,64.7999999999999,50.00000000000007,6.0,0.32400000000000023,86.39999999999954,635.9999999999999,958.5799999991153,completed,buffer_no_buffer
greenhouse,ET-MPC,N1_nominal,2027,persistence,0.035,1.0,zero,6a5d6bd438e04ba0ae53626d3612109556e5567ded93d0e630275219d0e5e3e7,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.40489158389950947,44.44444444444444,78,96.15384615384616,0.0,109.64159999900275,62.399999999999906,47.850000000000065,4.8,0.3120000000000002,86.39999999999954,626.4,937.8035999990022,completed,buffer_no_buffer
greenhouse,ET-MPC,N1_nominal,2028,persistence,0.035,1.0,zero,49991fa7323248fd03e193a9f248d614cf57dfd146a375dcaf46f4b0b3f5553e,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.40079484651833863,43.40277777777778,76,97.36842105263158,0.0,105.58079999946584,60.79999999999991,46.30000000000006,8.4,0.3040000000000002,86.39999999999954,643.1999999999998,950.9847999994652,completed,buffer_no_buffer
greenhouse,ET-MPC,N1_nominal,2029,persistence,0.035,1.0,zero,8708aeb7de5734eedf22c4c9672f669d93add4afec722af26639b7a19392d1a3,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.3991030993787909,44.44444444444444,75,97.33333333333333,0.0,101.51999999938324,59.999999999999915,45.000000000000064,1.2,0.3000000000000002,86.39999999999954,635.9999999999999,930.4199999993826,completed,buffer_no_buffer
greenhouse,ET-MPC,N1_nominal,2030,persistence,0.035,1.0,zero,d4305838ef48102972e82e277d8b79ee0cf44bdcbd1e189711cce29fbf36ad64,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.4048003066571416,43.22916666666667,77,98.7012987012987,0.0,108.2879999995088,61.59999999999991,47.250000000000064,3.5999999999999996,0.3080000000000002,86.39999999999954,638.3999999999999,945.8459999995082,completed,buffer_no_buffer
greenhouse,ET-MPC,N1_nominal,2031,persistence,0.035,1.0,zero,90123bb60c0dc82ac08ae019c530eb3c56fbf061ad308750dfec669616719eee,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.3990154730846338,43.22916666666667,74,100.0,0.0,101.51999999958333,59.19999999999992,44.75000000000006,1.2,0.2960000000000002,86.39999999999954,640.7999999999998,934.1659999995827,completed,buffer_no_buffer
greenhouse,ET-MPC,N1_nominal,2032,persistence,0.035,1.0,zero,192e0dd3ad732c5d823fc1ac58e07f2a85163c8956eb0a17d0f555bf8c5fe181,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.3977084505899635,43.05555555555556,76,100.0,0.0,109.64159999955073,60.79999999999991,47.350000000000065,6.0,0.3040000000000002,86.39999999999954,647.9999999999998,958.49559999955,completed,buffer_no_buffer
greenhouse,ET-MPC,N1_nominal,2033,persistence,0.035,1.0,zero,12626a03707fd0fbf55c7d75d999fdae49917919039e81b0d5b8932a393c3f18,569714c2f054d7e589e1a1a495e488b7d47d406c61e9837ff2edbc5d46855c34,12ca0f6e05f585cf9d39f2c06178e7b8c550bd464b65480c0a93492d05bf5be9,0.39883974372940356,43.22916666666667,76,98.6842105263158,0.0,104.22719999934434,60.79999999999991,45.95000000000006,1.2,0.3040000000000002,86.39999999999954,645.5999999999998,944.4811999993436,completed,buffer_no_buffer
